,name,pdf_url
40,open_access/33936451,nan
41,open_access/33936473,nan
42,open_access/33494106,nan
43,open_access/33492598,https://link.springer.com/content/pdf/10.1007/s11517-021-02321-1.pdf
44,open_access/33936489,nan
45,open_access/33936476,nan
46,open_access/33936401,nan
47,open_access/33495161,nan
48,open_access/33491831,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.25348
49,open_access/33936395,nan
50,open_access/33492478,https://ejnmmires.springeropen.com/track/pdf/10.1186/s13550-021-00751-4
51,open_access/33936414,nan
52,open_access/33936504,nan
53,open_access/33222319,nan
54,open_access/33491650,nan
55,open_access/33936399,nan
56,open_access/33458857,nan
57,open_access/33498908,https://www.mdpi.com/1424-8220/21/3/778/pdf
58,open_access/33681820,nan
59,open_access/33498829,https://www.mdpi.com/1424-8220/21/3/768/pdf
60,open_access/33498893,https://www.mdpi.com/1424-8220/21/3/776/pdf
61,open_access/33498892,https://www.mdpi.com/1424-8220/21/3/773/pdf
62,open_access/33486805,nan
63,open_access/33275789,nan
64,open_access/33484355,https://link.springer.com/content/pdf/10.1007/s10120-021-01158-9.pdf
65,open_access/33814763,http://www.thieme-connect.de/products/ejournals/pdf/10.4103/ijri.IJRI_965_20.pdf
66,open_access/33814762,http://www.thieme-connect.de/products/ejournals/pdf/10.4103/ijri.IJRI_914_20.pdf
67,open_access/33526961,https://doi.org/10.1016/j.chaos.2021.110713
68,open_access/33685587,nan
69,open_access/33484428,https://link.springer.com/content/pdf/10.1007/s11548-020-02299-5.pdf
70,open_access/33486639,nan
71,open_access/33498784,https://www.mdpi.com/2076-3425/11/2/150/pdf
72,open_access/33497675,http://www.ajo.com/article/S0002939421000283/pdf
73,open_access/33581624,nan
74,open_access/33521638,https://academic.oup.com/noa/article-pdf/2/Supplement_4/iv22/36091671/vdaa128.pdf
75,open_access/33498702,https://www.mdpi.com/1424-8220/21/3/759/pdf
76,open_access/33736384,nan
77,open_access/33486604,https://link.springer.com/content/pdf/10.1007/s00330-021-07686-3.pdf
78,open_access/33486606,nan
79,open_access/33814766,http://www.thieme-connect.de/products/ejournals/pdf/10.4103/ijri.IJRI_777_20.pdf
80,open_access/33483545,https://www.nature.com/articles/s41598-021-81272-x.pdf
81,open_access/33483463,https://www.nature.com/articles/s41405-021-00057-6.pdf
82,open_access/33499364,https://www.mdpi.com/1424-8220/21/3/748/pdf
83,open_access/33483457,nan
84,open_access/33405314,nan
85,open_access/33748540,http://www.advancesradonc.org/article/S2452109421000142/pdf
86,open_access/33481347,https://doi.org/10.15252/emmm.202013257
87,open_access/33359319,https://researchonline.lshtm.ac.uk/id/eprint/4658675/3/Cowling-etal-2021_Logistic_regression_and_machine_learning.pdf
88,open_access/33483694,https://www.nature.com/articles/s41380-020-00998-8.pdf
89,open_access/33483535,https://www.nature.com/articles/s41598-020-78095-7.pdf
90,open_access/33483602,https://www.nature.com/articles/s42003-020-01638-1.pdf
91,open_access/33553421,https://downloads.hindawi.com/journals/bmri/2021/1235314.pdf
92,open_access/33483862,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7887128
93,open_access/33495072,nan
94,open_access/33481071,https://link.springer.com/content/pdf/10.1007/s00234-021-02648-4.pdf
95,open_access/33472333,https://www.jpatholtm.org/upload/pdf/jptm-2020-12-22.pdf
96,open_access/33481208,nan
97,open_access/33483841,nan
98,open_access/33499377,https://www.mdpi.com/1648-9144/57/2/99/pdf
99,open_access/33498999,https://www.mdpi.com/2075-4418/11/2/158/pdf
100,open_access/33483436,https://bmjopen.bmj.com/content/bmjopen/11/1/e039248.full.pdf
101,open_access/33508566,http://www.open-access.bcu.ac.uk/10700/1/HPV_computerized_medical_imaging_journal.pdf
102,open_access/33659913,http://www.cell.com/article/S2666389920302671/pdf
103,open_access/33499054,https://www.mdpi.com/1422-0067/22/3/1075/pdf
104,open_access/33481168,https://link.springer.com/content/pdf/10.1007/s11606-020-06405-w.pdf
105,open_access/33582613,nan
106,open_access/33513487,https://doi.org/10.1016/j.cmpb.2021.105951
107,open_access/33487536,nan
108,open_access/33479379,https://www.nature.com/articles/s41598-021-81449-4.pdf
109,open_access/33485794,http://www.epilepsybehavior.com/article/S1525505020308945/pdf
110,open_access/33551735,https://www.frontiersin.org/articles/10.3389/fnins.2020.626154/pdf
111,open_access/33475019,https://www.tandfonline.com/doi/pdf/10.1080/07391102.2021.1875049?needAccess=true
112,open_access/33480178,https://discovery.ucl.ac.uk/10120804/1/Modeling%20autosomal%20dominant%20AlzDem%20-%20final%20accepted%20ms.pdf
113,open_access/33516072,https://www.sciencedirect.com/science/article/am/pii/S0010482521000263
114,open_access/33478963,https://bmjopen.bmj.com/content/bmjopen/11/1/e041139.full.pdf
115,open_access/33479275,https://www.nature.com/articles/s41598-021-81147-1.pdf
116,open_access/33480128,https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/nbm.4474
117,open_access/33553224,https://www.frontiersin.org/articles/10.3389/fmed.2020.637434/pdf
118,open_access/33479405,https://www.nature.com/articles/s41598-021-81554-4.pdf
119,open_access/33332618,nan
120,open_access/33553172,https://www.frontiersin.org/articles/10.3389/fcell.2020.631491/pdf
121,open_access/33551984,https://www.frontiersin.org/articles/10.3389/fneur.2020.629183/pdf
122,open_access/33479511,https://www.nature.com/articles/s41386-020-00954-8.pdf
123,open_access/33494280,https://www.mdpi.com/2072-6694/13/3/391/pdf
124,open_access/33476487,nan
125,open_access/33479406,https://www.nature.com/articles/s41598-021-81539-3.pdf
126,open_access/33479225,https://www.nature.com/articles/s41467-020-20603-4.pdf
127,open_access/33476166,nan
128,open_access/33484752,nan
129,open_access/33484826,nan
130,open_access/33479859,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7886919
131,open_access/33500738,https://link.springer.com/content/pdf/10.1007/s11554-021-01070-6.pdf
132,open_access/33475518,https://www.jmir.org/2021/1/e20123/PDF
133,open_access/33585511,https://www.frontiersin.org/articles/10.3389/fmed.2020.612962/pdf
134,open_access/33479370,https://www.nature.com/articles/s41598-021-81506-y.pdf
135,open_access/33615120,https://www.karger.com/Article/Pdf/512383
136,open_access/33494357,https://www.mdpi.com/1660-4601/18/3/908/pdf
137,open_access/33148709,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8111127
138,open_access/33553206,https://www.frontiersin.org/articles/10.3389/fmed.2020.609769/pdf
139,open_access/32746065,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7891869
140,open_access/33479038,nan
141,open_access/33475815,nan
142,open_access/33484732,http://www.aaojournal.org/article/S0161642021000671/pdf
143,open_access/33479367,https://www.nature.com/articles/s41598-021-81374-6.pdf
144,open_access/33475772,nan
145,open_access/33479310,https://www.nature.com/articles/s41598-021-81205-8.pdf
146,open_access/33479160,https://diabetesjournals.org/care/article-pdf/44/3/781/632075/dc201671.pdf
147,open_access/33479303,https://www.nature.com/articles/s41598-021-81202-x.pdf
148,open_access/33476272,nan
149,open_access/33479383,https://www.nature.com/articles/s41598-021-81368-4.pdf
150,open_access/33552957,https://www.frontiersin.org/articles/10.3389/fonc.2020.576901/pdf
151,open_access/33393439,nan
152,open_access/33542924,https://downloads.hindawi.com/journals/bmri/2021/6683931.pdf
153,open_access/32746035,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7863548
154,open_access/33551880,https://www.frontiersin.org/articles/10.3389/fpsyt.2020.619629/pdf
155,open_access/33550007,https://doi.org/10.1016/j.media.2021.101975
156,open_access/32746057,nan
157,open_access/33472890,https://europepmc.org/articles/pmc7969419?pdf=render
158,open_access/33561786,nan
159,open_access/33471288,nan
160,open_access/33498339,https://www.mdpi.com/2075-4426/11/2/61/pdf
161,open_access/32746076,nan
162,open_access/33472548,https://doi.org/10.1142/s012906572150009x
163,open_access/32746064,http://arxiv.org/pdf/2005.04426
164,open_access/33471237,https://link.springer.com/content/pdf/10.1007/s10549-020-06074-7.pdf
165,open_access/33552964,https://www.frontiersin.org/articles/10.3389/fonc.2020.586292/pdf
166,open_access/34048510,https://academic.oup.com/ehjdh/article-pdf/2/1/137/41189657/ztab003.pdf
167,open_access/33471800,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0245437&type=printable
168,open_access/32406822,https://dspace.mit.edu/bitstream/1721.1/134015/2/Accurate_Heuristic_Terrain_Prediction_in_Powered_Lower_Limb_Prostheses_Using_Intrinsic_Sensors.pdf
169,open_access/33471512,https://pubs.acs.org/doi/pdf/10.1021/acs.analchem.0c04497
170,open_access/33474607,https://link.springer.com/content/pdf/10.1007/s10143-020-01453-6.pdf
171,open_access/33508763,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8534813
172,open_access/34027267,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hep4.1670
173,open_access/32396068,nan
174,open_access/33551969,https://www.frontiersin.org/articles/10.3389/fneur.2020.610531/pdf
175,open_access/34142088,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8166108
176,open_access/33553890,https://pubs.acs.org/doi/pdf/10.1021/acsomega.0c04929
177,open_access/33471219,https://link.springer.com/content/pdf/10.1007/s00330-020-07628-5.pdf
178,open_access/33477893,https://www.mdpi.com/2072-6694/13/2/352/pdf
179,open_access/33477874,https://www.mdpi.com/2077-0383/10/2/356/pdf
180,open_access/33468221,https://biodatamining.biomedcentral.com/track/pdf/10.1186/s13040-021-00241-2
181,open_access/33477887,https://doi.org/10.3390/ijerph18020813
182,open_access/33532489,https://downloads.hindawi.com/journals/bmri/2021/2043830.pdf
183,open_access/33469693,nan
184,open_access/33465245,https://hal.sorbonne-universite.fr/hal-03263456/file/Cousyn%20et%20al.%20-%20Preictal%20state%20detection%20using%20prodromal%20symptoms.pdf
185,open_access/34786302,https://ieeexplore.ieee.org/ielx7/6287639/9312710/09328426.pdf
186,open_access/33493998,nan
187,open_access/33469691,nan
188,open_access/33465096,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0245157&type=printable
189,open_access/33464541,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8001877
190,open_access/33482120,nan
191,open_access/33482276,nan
192,open_access/33483154,http://www.ajpmonline.org/article/S0749379720305134/pdf
193,open_access/33556791,https://doi.org/10.1016/j.nicl.2021.102565
194,open_access/33529873,https://doi.org/10.1016/j.psychres.2021.113743
195,open_access/33487885,https://link.springer.com/content/pdf/10.1007/s00521-020-05410-8.pdf
196,open_access/33468128,https://bmcpulmmed.biomedcentral.com/track/pdf/10.1186/s12890-021-01391-z
197,open_access/33659912,http://www.cell.com/article/S266638992030266X/pdf
198,open_access/33469081,https://www.nature.com/articles/s41598-020-80647-w.pdf
199,open_access/33558044,nan
200,open_access/33389785,nan
201,open_access/33462081,https://jasn.asnjournals.org/content/jnephrol/32/3/639.full.pdf
202,open_access/33462288,https://www.nature.com/articles/s41598-021-80993-3.pdf
203,open_access/33477723,https://www.mdpi.com/2072-6694/13/2/339/pdf
204,open_access/33581828,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7943294
205,open_access/33485773,http://www.academicradiology.org/article/S1076633221000258/pdf
206,open_access/33462763,nan
207,open_access/33461487,https://bmccardiovascdisord.biomedcentral.com/track/pdf/10.1186/s12872-020-01834-1
208,open_access/33542920,https://downloads.hindawi.com/journals/bmri/2021/6653879.pdf
209,open_access/33537267,https://www.frontiersin.org/articles/10.3389/fped.2020.613736/pdf
210,open_access/33537382,https://doi.org/10.1016/j.dib.2021.106767
211,open_access/33462351,https://www.nature.com/articles/s41598-021-81556-2.pdf
212,open_access/33553513,https://doi.org/10.1016/j.ynstr.2021.100297
213,open_access/33537340,https://www.frontiersin.org/articles/10.3389/fmolb.2020.603740/pdf
214,open_access/33477566,https://www.mdpi.com/1099-4300/23/1/119/pdf
215,open_access/33537063,https://www.frontiersin.org/articles/10.3389/fgene.2020.632901/pdf
216,open_access/33253425,nan
217,open_access/33488837,https://link.springer.com/content/pdf/10.1007/s12559-020-09776-8.pdf
218,open_access/33459996,https://link.springer.com/content/pdf/10.1007/s13246-020-00966-0.pdf
219,open_access/33459854,nan
220,open_access/33477442,https://www.mdpi.com/1660-4601/18/2/761/pdf
221,open_access/33537275,https://www.frontiersin.org/articles/10.3389/fpubh.2020.599187/pdf
222,open_access/33495725,https://doi.org/10.1016/j.rinp.2021.103813
223,open_access/33459029,https://www.ahajournals.org/doi/pdf/10.1161/JAHA.120.017871
224,open_access/33465405,nan
225,open_access/33515845,nan
226,open_access/33394536,nan
227,open_access/33477323,https://www.mdpi.com/1424-8220/21/2/614/pdf
228,open_access/33477274,https://www.mdpi.com/2072-6694/13/2/321/pdf
229,open_access/33494031,nan
230,open_access/33553523,https://doi.org/10.1016/j.dib.2021.106770
231,open_access/33454875,nan
232,open_access/33455414,https://www.ahajournals.org/doi/pdf/10.1161/JAHA.120.018656
233,open_access/33598098,https://doi.org/10.1016/j.csbj.2021.01.014
234,open_access/33461735,http://www.bjanaesthesia.org/article/S0007091220310175/pdf
235,open_access/33495756,http://www.cell.com/article/S2666379121000033/pdf
236,open_access/33460708,nan
237,open_access/33454799,https://dspace.mit.edu/bitstream/1721.1/136879.2/6/330_2020_7673_ReferencePDF.pdf
238,open_access/33518813,https://doi.org/10.1016/j.patcog.2021.107826
239,open_access/33465706,nan
240,open_access/33518878,https://doi.org/10.1016/j.bbe.2021.01.002
241,open_access/33458794,nan
242,open_access/33465354,nan
243,open_access/33495661,https://doi.org/10.1016/j.patcog.2021.107828
244,open_access/33465745,https://doi.org/10.1016/j.tranon.2021.101016
245,open_access/33521226,https://doi.org/10.1016/j.smhl.2020.100178
246,open_access/33902993,nan
247,open_access/33521018,https://www.frontiersin.org/articles/10.3389/fmed.2020.605746/pdf
248,open_access/33613747,https://www.jcancer.org/v12p1604.pdf
249,open_access/33448937,https://www.researchprotocols.org/2021/1/e21804/PDF
250,open_access/33448256,nan
251,open_access/33520434,https://doi.org/10.7717/peerj.10448
252,open_access/33452403,https://www.nature.com/articles/s41598-021-81236-1.pdf
253,open_access/33581831,nan
254,open_access/34927854,nan
255,open_access/33455822,https://doi.org/10.1016/j.zemedi.2020.10.004
256,open_access/33449442,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.25340
257,open_access/33680505,https://www.mdpi.com/2076-3417/11/2/782/pdf
258,open_access/33584354,https://www.frontiersin.org/articles/10.3389/fpsyt.2020.533949/pdf
259,open_access/33598099,https://doi.org/10.1016/j.csbj.2021.01.010
260,open_access/33455840,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8554871
261,open_access/33461906,nan
262,open_access/33519924,https://www.frontiersin.org/articles/10.3389/fgene.2020.628539/pdf
263,open_access/33452433,https://www.nature.com/articles/s41386-020-00943-x.pdf
264,open_access/33452440,https://www.nature.com/articles/s41598-021-81188-6.pdf
265,open_access/33452576,https://link.springer.com/content/pdf/10.1007/s00167-020-06418-2.pdf
266,open_access/31425131,https://pure.port.ac.uk/ws/files/16456991/EMGforce_journal.pdf
267,open_access/33497881,http://www.ejradiology.com/article/S0720048X21000322/pdf
268,open_access/33486339,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7920928
269,open_access/33452324,https://www.nature.com/articles/s41598-020-80394-y.pdf
270,open_access/33519651,https://www.frontiersin.org/articles/10.3389/fpsyg.2020.624137/pdf
271,open_access/33467452,https://www.mdpi.com/1424-8220/21/2/578/pdf
272,open_access/33467539,https://www.mdpi.com/2077-0383/10/2/301/pdf
273,open_access/33461755,nan
274,open_access/33448905,nan
275,open_access/33441206,nan
276,open_access/33486340,nan
277,open_access/33446841,https://www.nature.com/articles/s41598-021-81008-x.pdf
278,open_access/33446163,https://bmcophthalmol.biomedcentral.com/track/pdf/10.1186/s12886-020-01783-5
279,open_access/33446647,https://www.nature.com/articles/s41398-020-01169-7.pdf
280,open_access/33446781,https://www.nature.com/articles/s41598-020-80936-4.pdf
281,open_access/33446730,https://www.nature.com/articles/s41598-020-80582-w.pdf
282,open_access/33520719,https://www.frontiersin.org/articles/10.3389/fonc.2020.608598/pdf
283,open_access/33443602,nan
284,open_access/33446870,https://www.nature.com/articles/s41598-021-80998-y.pdf
285,open_access/33446238,https://ro-journal.biomedcentral.com/track/pdf/10.1186/s13014-020-01724-y
286,open_access/33581913,nan
287,open_access/33466610,https://www.mdpi.com/1424-8220/21/2/544/pdf
288,open_access/33447862,nan
289,open_access/33466633,https://www.mdpi.com/2075-4426/11/1/44/pdf
290,open_access/33448078,nan
291,open_access/33448058,nan
292,open_access/33484945,nan
293,open_access/33466869,https://www.mdpi.com/1422-0067/22/2/800/pdf
294,open_access/33520971,https://www.frontiersin.org/articles/10.3389/fbioe.2020.620257/pdf
295,open_access/33446245,https://ro-journal.biomedcentral.com/track/pdf/10.1186/s13014-020-01729-7
296,open_access/33446890,https://www.nature.com/articles/s41598-021-80985-3.pdf
297,open_access/33454309,nan
298,open_access/33446826,https://www.nature.com/articles/s41598-021-81048-3.pdf
299,open_access/33446864,https://www.nature.com/articles/s41598-020-80766-4.pdf
300,open_access/33435847,nan
301,open_access/33441936,https://www.nature.com/articles/s41598-020-80803-2.pdf
302,open_access/33441908,https://www.nature.com/articles/s41598-020-80856-3.pdf
303,open_access/33485056,https://riunet.upv.es/bitstream/10251/180343/3/Silva-RodriguezColomerNaranjo%20-%20WeGleNet%20A%20Weakly-Supervised%20Convolutional%20Neural%20Network%20for%20the....pdf
304,open_access/33520727,https://www.frontiersin.org/articles/10.3389/fonc.2020.619803/pdf
305,open_access/33451815,nan
306,open_access/33441845,https://www.nature.com/articles/s41598-020-80474-z.pdf
307,open_access/33438134,nan
308,open_access/33441578,https://www.nature.com/articles/s41598-020-79470-0.pdf
309,open_access/33186927,nan
310,open_access/33469559,nan
311,open_access/33439104,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8828266
312,open_access/33497891,nan
313,open_access/33442014,nan
314,open_access/33441830,https://www.nature.com/articles/s41598-020-80262-9.pdf
315,open_access/33368707,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jor.24973
316,open_access/33441956,https://www.nature.com/articles/s41598-021-80967-5.pdf
317,open_access/33441825,https://www.nature.com/articles/s41598-020-80058-x.pdf
318,open_access/33485057,nan
319,open_access/34336372,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8323494
320,open_access/33439453,nan
321,open_access/33439313,nan
322,open_access/33724743,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7929493
323,open_access/33441753,https://www.nature.com/articles/s41598-020-80182-8.pdf
324,open_access/33435843,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7879771
325,open_access/33441684,https://www.nature.com/articles/s41598-020-79925-4.pdf
326,open_access/33451814,nan
327,open_access/33584801,https://www.frontiersin.org/articles/10.3389/fgene.2020.604655/pdf
328,open_access/34316386,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8313105
329,open_access/33440340,nan
330,open_access/33441847,https://www.nature.com/articles/s41598-020-80814-z.pdf
331,open_access/33450866,https://www.mdpi.com/1424-8220/21/2/512/pdf
332,open_access/33520150,https://doi.org/10.1155/2021/6658776
333,open_access/33436919,https://www.nature.com/articles/s41598-020-80810-3.pdf
334,open_access/33445601,https://www.mdpi.com/1424-8220/21/2/498/pdf
335,open_access/33436814,https://www.nature.com/articles/s41598-020-80457-0.pdf
336,open_access/33433395,https://www.jmir.org/2021/1/e19689/PDF
337,open_access/33582593,nan
338,open_access/33435711,https://journals.sagepub.com/doi/pdf/10.1177/1932296820985567
339,open_access/33445758,https://www.mdpi.com/1424-8220/21/2/505/pdf
340,open_access/33433860,nan
341,open_access/33436684,https://www.nature.com/articles/s41598-020-79517-2.pdf
342,open_access/33436544,https://www.nature.com/articles/s41398-020-01181-x.pdf
343,open_access/33436974,https://www.nature.com/articles/s41598-020-80783-3.pdf
344,open_access/33438544,nan
345,open_access/33436781,https://www.nature.com/articles/s41598-020-79809-7.pdf
346,open_access/33444843,nan
347,open_access/33458700,https://link.springer.com/content/pdf/10.1007/s42979-020-00422-6.pdf
348,open_access/33445556,https://www.mdpi.com/2077-0383/10/2/254/pdf
349,open_access/33445122,nan
350,open_access/33685584,nan
351,open_access/33435812,nan
352,open_access/33485058,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7975990
353,open_access/33438530,nan
354,open_access/33445431,https://www.mdpi.com/1660-4601/18/2/565/pdf
355,open_access/33489102,nan
356,open_access/33450346,nan
357,open_access/33440674,https://www.mdpi.com/1424-8220/21/2/455/pdf
358,open_access/33432076,https://www.nature.com/articles/s41598-020-79880-0.pdf
359,open_access/33505643,https://downloads.hindawi.com/journals/jhe/2021/6674695.pdf
360,open_access/33505514,https://downloads.hindawi.com/journals/cmmm/2021/6652288.pdf
361,open_access/33431999,https://www.nature.com/articles/s41598-020-79889-5.pdf
362,open_access/33505977,https://www.frontiersin.org/articles/10.3389/fcell.2020.627302/pdf
363,open_access/33427480,nan
364,open_access/33432072,https://www.nature.com/articles/s41598-020-80261-w.pdf
365,open_access/33430905,https://josr-online.biomedcentral.com/track/pdf/10.1186/s13018-020-02180-w
366,open_access/33430830,https://bmcpsychiatry.biomedcentral.com/track/pdf/10.1186/s12888-021-03040-5
367,open_access/33644680,https://academic.oup.com/jncics/article-pdf/5/1/pkaa119/40509948/pkaa119.pdf
368,open_access/33456204,https://link.springer.com/content/pdf/10.1007/s11045-020-00756-7.pdf
369,open_access/33431375,nan
370,open_access/33432168,https://www.nature.com/articles/s41433-020-01366-0.pdf
371,open_access/33432447,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7887126
372,open_access/33428062,nan
373,open_access/33505243,https://www.frontiersin.org/articles/10.3389/fnins.2020.627062/pdf
374,open_access/33369169,https://www.dora.lib4ri.ch/empa/islandora/object/empa%3A24299/datastream/PDF2/Shevchik-2021-Machine_learning_monitoring_for_laser_osteotomy-%28accepted_version%29.pdf
375,open_access/33431918,https://www.nature.com/articles/s41598-020-79294-y.pdf
376,open_access/33428144,nan
377,open_access/33432543,https://link.springer.com/content/pdf/10.1007/s12325-020-01605-6.pdf
378,open_access/33426615,https://link.springer.com/content/pdf/10.1007/s10916-020-01681-9.pdf
379,open_access/33505231,https://www.frontiersin.org/articles/10.3389/fnins.2020.541817/pdf
380,open_access/33444748,http://www.ijidonline.com/article/S1201971221000060/pdf
381,open_access/33431794,https://www.nature.com/articles/s41398-020-01104-w.pdf
382,open_access/33430797,https://bmcneurol.biomedcentral.com/track/pdf/10.1186/s12883-020-02036-0
383,open_access/33505236,https://www.frontiersin.org/articles/10.3389/fnins.2020.588684/pdf
384,open_access/33442560,nan
385,open_access/33505353,https://www.frontiersin.org/articles/10.3389/fendo.2020.552719/pdf
386,open_access/33428651,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0244354&type=printable
387,open_access/33505965,https://www.frontiersin.org/articles/10.3389/fcell.2020.610569/pdf
388,open_access/33432446,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7887113
389,open_access/33505239,https://www.frontiersin.org/articles/10.3389/fnins.2020.605697/pdf
390,open_access/33429441,http://www.thieme-connect.de/products/ejournals/pdf/10.1055/a-1350-5583.pdf
391,open_access/33476927,https://opus.lib.uts.edu.au/bitstream/10453/145644/3/MED%2033476927%20%20am%20combined%20.pdf
392,open_access/33505904,https://www.frontiersin.org/articles/10.3389/fonc.2020.569461/pdf
393,open_access/33427555,https://www.tandfonline.com/doi/pdf/10.1080/0284186X.2020.1863463?needAccess=true
394,open_access/33440798,https://europepmc.org/articles/pmc7826961?pdf=render
395,open_access/34786301,https://ieeexplore.ieee.org/ielx7/6287639/9312710/09319642.pdf
396,open_access/33542859,https://ieeexplore.ieee.org/ielx7/6221039/9246949/09319690.pdf
397,open_access/33505982,https://www.frontiersin.org/articles/10.3389/fmed.2020.613708/pdf
398,open_access/33428051,nan
399,open_access/33426569,nan
400,open_access/33505263,https://www.frontiersin.org/articles/10.3389/fnbot.2020.617531/pdf
401,open_access/33432172,http://arxiv.org/pdf/1912.11027
402,open_access/33340125,nan
403,open_access/33460954,nan
404,open_access/33423183,https://link.springer.com/content/pdf/10.1007/s11325-020-02249-0.pdf
405,open_access/33440230,https://doi.org/10.1016/j.jneumeth.2021.109073
406,open_access/33423530,nan
407,open_access/33440184,nan
408,open_access/33420807,nan
409,open_access/33422059,https://bmcmedinformdecismak.biomedcentral.com/track/pdf/10.1186/s12911-020-01368-8
410,open_access/33429290,nan
411,open_access/33422146,https://jintensivecare.biomedcentral.com/track/pdf/10.1186/s40560-021-00525-z
412,open_access/33465511,nan
413,open_access/33420641,https://link.springer.com/content/pdf/10.1007/s11548-020-02305-w.pdf
414,open_access/33485074,nan
415,open_access/33613111,https://www.ijbs.com/v17p0539.pdf
416,open_access/33319394,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/mp.14659
417,open_access/33420912,https://link.springer.com/content/pdf/10.1007/s00259-020-05108-y.pdf
418,open_access/33423132,nan
419,open_access/33417611,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0245234&type=printable
420,open_access/31449007,http://arxiv.org/pdf/1907.10665
421,open_access/33458681,https://doi.org/10.1097/cce.0000000000000313
422,open_access/33450660,nan
423,open_access/33420416,https://pureadmin.qub.ac.uk/ws/files/227954868/Karunamuni_et_al_2021_AAM.pdf
424,open_access/33431324,https://doi.org/10.1016/j.acvd.2020.07.004
425,open_access/33417158,nan
426,open_access/33420205,https://www.nature.com/articles/s41598-020-80068-9.pdf
427,open_access/33176582,nan
428,open_access/33442676,https://www.researchsquare.com/article/rs-126892/v1.pdf?c=1634922376000
429,open_access/33420092,https://www.nature.com/articles/s41598-020-79336-5.pdf
